日期,Latitude,Longitude
08月13日,23.1788134,120.2479211
08月13日,22.9883111,120.1766151
08月13日,23.0104919,120.2120262
08月13日,23.0104398,120.2389957
08月13日,22.9932743,120.1959289
08月13日,22.9801661,120.2132144
08月13日,23.022386,120.1946698
08月13日,23.0145383,120.2195684
08月13日,22.9952064,120.1931788
08月13日,23.0214121,120.21855
08月13日,23.0197137,120.2177941
08月13日,23.0232037,120.1948804
08月13日,23.1788134,120.2479211
08月14日,23.0180275,120.2101066
08月14日,22.9895289,120.1896639
08月14日,22.9982223,120.1933076
08月14日,23.0168732,120.2406545
08月14日,22.9663881,120.2130517
08月14日,22.9934043,120.1647036
08月14日,23.0152177,120.2113975
08月14日,23.1315027,120.291847
08月14日,23.0124842,120.2090936
08月14日,23.0180527,120.2069853
08月14日,23.0026667,120.2035199
08月14日,22.9904805,120.1932243
08月14日,23.0170741,120.2422197
08月14日,23.012911,120.2378745
08月14日,22.9663881,120.2130517
08月14日,23.001612,120.162833
08月14日,22.9930277,120.1753046
08月14日,22.9877687,120.2151117
08月15日,22.9599179,120.1872404
08月15日,22.9877687,120.2151117
08月15日,22.9933072,120.1932474
08月15日,23.0445064,120.2184734
08月15日,23.0014551,120.2301644
08月15日,22.9982223,120.1933076
08月15日,22.9599179,120.1872404
08月15日,22.9599179,120.1872404
08月15日,22.9599179,120.1872404
08月15日,23.0250846,120.210048
08月15日,23.0014551,120.2301644
08月15日,22.9856543,120.2169488
08月16日,23.0249211,120.2105439
08月16日,22.9877336,120.1780478
08月16日,23.003867,120.1604463
08月16日,22.9546099,120.2513993
08月16日,22.9902618,120.1967104
08月16日,23.1320504,120.2952307
08月16日,23.0179543,120.273142
08月16日,23.0186841,120.2468918
08月16日,22.9599179,120.1872404
08月16日,22.9599179,120.1872404
08月16日,22.9599179,120.1872404
08月16日,23.0729127,120.1602938
08月16日,23.0249211,120.2105439
08月16日,23.0305774,120.2183047
08月16日,22.9929601,120.1879956
08月16日,22.9914107,120.2020127
08月16日,23.0039102,120.1762614
08月16日,22.9997066,120.1973355
08月16日,23.125754,120.2851557
08月16日,23.0068369,120.2100531
08月17日,22.9893009,120.175365
08月17日,23.0487154,120.1985669
08月17日,23.0171466,120.2127467
08月17日,23.0749858,120.2897068
08月17日,23.0189356,120.2291647
08月17日,23.0054059,120.2437886
08月17日,22.9928271,120.2280077
08月17日,23.0019235,120.1638985
08月17日,23.0258569,120.1959604
08月17日,23.0104919,120.2120262
08月17日,23.0104919,120.2120262
08月17日,23.0019235,120.1638985
08月17日,23.144704,120.2815587
08月17日,23.0141216,120.2389922
08月17日,23.0128049,120.2349439
08月17日,22.9885518,120.2346376
08月18日,23.1950148,120.2656955
08月18日,23.3173874,120.3280503
08月18日,23.0162011,120.2024877
08月18日,22.9893009,120.175365
08月18日,23.0200098,120.2225547
08月18日,23.0001046,120.1955084
08月18日,23.0248456,120.1881086
08月18日,22.952425,120.2180635
08月18日,23.0231777,120.2585997
08月18日,23.0116252,120.1789286
08月18日,22.9891002,120.1870228
08月18日,22.9868104,120.188318
08月18日,23.0076695,120.2208365
08月18日,23.2814114,120.3118703
08月18日,23.2814114,120.3118703
08月19日,23.0130868,120.2201009
08月19日,23.0164067,120.2279859
08月19日,23.0197137,120.2177941
08月19日,22.966027,120.1872825
08月19日,23.1478822,120.3046289
08月19日,23.0328821,120.1944642
08月19日,22.9886071,120.2152795
08月19日,22.9692271,120.191935
08月19日,23.0395115,120.2036623
08月19日,22.9939325,120.218039
08月19日,22.9834429,120.2434988
08月19日,23.0191223,120.2413962
08月19日,23.0020765,120.2044383
08月19日,22.9965807,120.1967339
08月20日,22.9865622,120.2162521
08月20日,22.9902395,120.2379319
08月20日,23.0052556,120.2054858
08月20日,22.9866093,120.1859914
08月20日,22.9878923,120.1914777
08月20日,23.139793,120.325545
08月20日,23.0324258,120.2531342
08月20日,23.0043056,120.2388359
08月20日,23.01849,120.188425
08月20日,23.299187,120.3133131
08月20日,23.3119567,120.3089541
08月20日,23.3523649,120.4161219
08月20日,23.0026667,120.2035199
08月20日,23.0128049,120.2349439
08月21日,23.0071693,120.2176377
08月21日,23.2622306,120.2397336
08月21日,22.9859451,120.1831377
08月21日,22.9843866,120.1907926
08月21日,22.9826608,120.1962136
08月21日,23.0257461,120.2508744
08月21日,23.0158439,120.2575916
08月21日,23.0172804,120.1871243
08月21日,23.0105336,120.1972508
08月21日,23.0042925,120.209006
08月21日,22.9842402,120.1775813
08月21日,23.181298,120.218607
08月21日,22.9655419,120.1906535
08月21日,22.9841557,120.1938924
08月21日,23.1320504,120.2952307
08月21日,23.0176827,120.2235793
08月21日,23.0186359,120.1892783
08月22日,22.9952871,120.1951361
08月22日,23.0103002,120.2001781
08月22日,23.1279209,120.2870214
08月22日,23.0169833,120.2394397
08月22日,23.0218712,120.2353146
08月22日,22.9683672,120.2559227
08月22日,23.0267847,120.1931252
08月22日,22.990054,120.1913953
08月22日,23.0068369,120.2100531
08月22日,23.2336949,120.1804966
08月22日,23.0286805,120.1965527
08月22日,23.3213138,120.4043482
08月22日,23.0893067,120.3723741
08月23日,22.9930277,120.1753046
08月23日,22.9946506,120.178196
08月23日,23.0020765,120.2044383
08月23日,23.3014896,120.3118161
08月23日,23.0781138,120.2937125
08月23日,23.0781138,120.2937125
08月23日,23.3015983,120.3126385
08月23日,22.966502,120.2116106
08月23日,23.0145383,120.2195684
08月24日,23.2325831,120.1821987
08月24日,23.0162011,120.2024877
08月24日,22.9949657,120.2007038
08月24日,23.007832,120.2386599
08月24日,23.0134624,120.2632441
08月24日,23.0137872,120.218328
08月24日,22.999478,120.2275347
08月24日,22.9663881,120.2130517
08月24日,22.9884387,120.2080123
08月24日,23.0176827,120.2235793
08月25日,23.1822684,120.2394171
08月25日,23.0137872,120.218328
08月25日,22.9906705,120.1689224
08月25日,22.9906705,120.1689224
08月25日,22.9943034,120.1923404
08月25日,23.0939111,120.2296358
08月25日,23.0217373,120.2154673
08月25日,22.9957612,120.2147951
08月25日,23.352012,120.415777
08月25日,23.0056433,120.2024696
08月25日,23.1559499,120.1785635
08月25日,23.144704,120.2815587
08月25日,23.0337658,120.245643
08月25日,22.9968601,120.1972918
08月25日,22.9943326,120.2146941
08月25日,22.9907865,120.2254616
08月27日,22.9819433,120.1969808
08月27日,22.9978658,120.2304648
08月27日,22.9879547,120.1799289
08月27日,22.9906705,120.1689224
08月27日,23.0375906,120.3092834
08月27日,23.3014896,120.3118161
08月27日,23.002076,120.2044383
08月27日,22.9657633,120.212861
08月27日,22.9944397,120.1969383
08月27日,23.0118273,120.2289363
08月27日,23.0164067,120.2279859
08月27日,23.0506082,120.2887685
08月27日,23.0407467,120.3061845
08月27日,23.3070861,120.3147868
08月27日,23.3235134,120.265843
08月27日,23.0071693,120.2176377
08月28日,22.9952871,120.1951361
08月28日,23.0046136,120.2247702
08月28日,23.001863,120.2302541
08月28日,23.1301399,120.2881403
08月28日,22.9952871,120.1951361
08月28日,23.0068369,120.2100531
08月28日,23.059456,120.40596
08月28日,23.001863,120.2302541
08月28日,23.0280873,120.3320195
08月29日,23.0071693,120.2176377
08月29日,23.1207622,120.1849082
08月29日,23.1449938,120.1806729
08月29日,22.9849463,120.190434
08月29日,23.0246827,120.1913975
08月29日,23.0071693,120.2176377
08月29日,23.1327161,120.1791357
08月29日,22.9685791,120.2866553
08月29日,23.0382556,120.1829891
08月29日,22.9663881,120.2130517
08月30日,23.0198896,120.2238429
08月30日,23.255584,120.293994
08月30日,23.0781138,120.2937125
08月30日,23.0781138,120.2937125
08月30日,23.0166844,120.1967382
08月30日,23.1327438,120.2954059
08月30日,23.157936,120.317388
08月30日,23.1315027,120.291847
08月30日,22.9781741,120.1888805
08月30日,23.0071693,120.2176377
08月31日,23.0020765,120.2044383
08月31日,23.0157489,120.2654598
08月31日,23.0204265,120.2200549
08月31日,23.0007736,120.1610874
08月31日,22.9891978,120.1674633
08月31日,23.0272565,120.1940173
08月31日,22.9871051,120.189797
08月31日,22.9918428,120.1949085
08月31日,23.0162011,120.2024877
08月31日,23.0187262,120.2271662
08月31日,23.0419175,120.1902841
08月31日,22.9868104,120.188318
08月31日,22.9849463,120.190434
08月31日,22.9918428,120.1949085
08月31日,22.9970992,120.2322494
09月01日,23.0111927,120.1971553
09月01日,23.0189356,120.2291647
09月01日,23.119471,120.235621
09月01日,23.0258569,120.1959604
09月01日,22.9960231,120.2323342
09月01日,22.9944397,120.1969383
09月01日,23.0111927,120.1971553
09月01日,23.0189356,120.2291647
09月01日,23.0229966,120.1988718
09月01日,23.1621281,120.1775195
09月01日,22.9840553,120.229015
09月01日,22.9943034,120.1923404
09月02日,22.9873725,120.2603687
09月02日,23.0180275,120.2101066
09月02日,23.3252512,120.3536396
09月02日,23.0280873,120.3320195
09月02日,23.3063146,120.2947167
09月02日,22.9992045,120.1966233
09月02日,22.968407,120.2615677
09月02日,23.0180275,120.2101066
09月02日,23.1315027,120.291847
09月02日,23.0369566,120.3142651
09月02日,23.3063146,120.2947167
09月02日,22.998857,120.195917
09月03日,23.0068369,120.2100531
09月03日,23.0153874,120.2274387
09月03日,23.0153874,120.2274387
09月03日,23.0263164,120.2060016
09月03日,22.9790666,120.1969402
09月03日,23.0068369,120.2100531
09月03日,23.0145383,120.2195684
09月03日,23.0144853,120.2283316
09月03日,23.1311343,120.4704129
09月03日,23.025434,120.2061077
09月03日,22.9776451,120.1962919
09月04日,22.9982223,120.1933076
09月04日,23.0137872,120.218328
09月04日,23.0217347,120.227811
09月04日,22.9982223,120.1933076
09月04日,23.0047261,120.2095967
09月04日,23.0204411,120.2286913
09月04日,22.9918166,120.1579506
09月05日,23.0102173,120.2091672
09月05日,23.0104919,120.2120262
09月05日,22.9816175,120.1914653
09月05日,22.9849463,120.190434
09月01日,23.0111927,120.1971553
09月01日,23.0189356,120.2291647
09月01日,23.119471,120.235621
09月01日,23.0258569,120.1959604
09月01日,22.9960231,120.2323342
09月01日,22.9944397,120.1969383
09月01日,23.0111927,120.1971553
09月01日,23.0189356,120.2291647
09月01日,23.0229966,120.1988718
09月01日,23.1621281,120.1775195
09月01日,22.9840553,120.229015
09月01日,22.9943034,120.1923404
09月02日,22.9873725,120.2603687
09月02日,23.0180275,120.2101066
09月02日,23.3252512,120.3536396
09月02日,23.0280873,120.3320195
09月02日,23.3063146,120.2947167
09月02日,22.9992045,120.1966233
09月02日,22.968407,120.2615677
09月02日,23.0180275,120.2101066
09月02日,23.1315027,120.291847
09月02日,23.0369566,120.3142651
09月02日,23.3063146,120.2947167
09月02日,22.998857,120.195917
09月03日,23.0068369,120.2100531
