序號,孳清/噴藥,區域,里別,日期,星期,集合時間,集合地點,緯度,經度,鎖匠,警員(安全維護),刑警(V8),噴工數,支援人力,可支援人力
1,噴藥,麻豆區,埤頭里,08月13日,四,08:20,興國路,23.1788134,120.2479211,1,0,1,3/派思特,0,
2,噴藥,安平區,國平里,08月13日,四,08:30,建平五街184巷,22.9883111,120.1766151,1,1,1,2/偉聖,0,
3,噴藥,北區,六甲里,08月13日,四,08:30,公園路758巷,23.0104919,120.2120262,6,6,6,16/國軍,32,
4,噴藥,永康區,三合里,08月13日,四,08:45,南工街247巷35弄,23.0104398,120.2389957,1,1,1,7/中群,6,
5,噴藥,中西區,保安里,08月13日,四,08:45,海安路一段與友愛街路口,22.9932743,120.1959289,1,1,1,5/偉聖,10,
6,噴藥,東區,路東里,08月13日,四,08:50,大同路二段61巷,22.9801661,120.2132144,1,1,1,5/安應,6,
7,噴藥,安南區,安富里,08月13日,四,08:50,府安路五段230巷,23.022386,120.1946698,1,1,1,5/中群,6,
8,噴藥,北區,永祥里,08月13日,四,13:30,實踐街85巷(永祥里活動中心),23.0145383,120.2195684,3,3,3,14/國軍,28,
9,噴藥,中西區,安海里,08月13日,四,13:45,河中街,22.9952064,120.1931788,1,1,1,5/偉聖,10,
10,噴藥,永康區,甲頂里,08月13日,四,13:45,中正南路168巷2弄,23.0214121,120.21855,1,1,1,4/中群 ,2,
11,噴藥,永康區,甲頂里,08月13日,四,13:45,中正南路52巷46弄,23.0197137,120.2177941,1,1,1,3/中群 ,2,
12,噴藥,安南區,安富里,08月13日,四,13:50,府安路五段223巷24弄,23.0232037,120.1948804,1,1,1,5/中群2/偉聖,10,
13,噴藥,麻豆區,中民里,08月13日,四,14:30,興國路,23.1788134,120.2479211,1,0,1,3/派思特,0,
14,噴藥,北區,成功里,08月14日,五,08:30,台南市北區北安路一段142巷,23.0180275,120.2101066,5,5,5,25/國軍,50,
15,噴藥,中西區,大涼里,08月14日,五,08:45,台南市中西區永華一街44巷,22.9895289,120.1896639,1,1,1,2／偉聖,3,
16,噴藥,中西區,民權里,08月14日,五,08:45,台南市中西區民權路三段,22.9982223,120.1933076,1,1,1,1／偉聖,2
17,噴藥,永康區,二王,08月14日,五,08:45,台南市永康區中山南路490巷,23.0168732,120.2406545,1,1,1,5/中群,0
18,噴藥,南區,大恩里,08月14日,五,08:45,台南市安平區大同路二段750巷,22.9663881,120.2130517,2,2,2,7/中群,12
19,噴藥,安南區,安慶里,08月14日,五,08:50,台南市安平區安中路一段189巷48弄,22.9934043,120.1647036,1,1,1,10/中群,14
20,噴藥,安南區,安慶里,08月14日,五,13:50,台南市安平區北安二街1巷,23.0152177,120.2113975,1,1,1,7/中群,8
21,噴藥,善化區,東關里,08月14日,五,14:00,台南市善化區中興路,23.1315027,120.291847,1,1,1,5/派思特2/中群4/偉聖,0
22,噴藥,北區,成德里,08月14日,五,13:30,台南市北區西門路四段,23.0124842,120.2090936,2,2,2,22/國軍,46
23,噴藥,北區,成德里,08月14日,五,13:30,台南市北區育成路,23.0180527,120.2069853,0,0,0,2/國軍,4
24,噴藥,北區,和順里,08月14日,五,13:30,台南市北區西門路三段,23.0026667,120.2035199,0,0,0,6/國軍,12
25,噴藥,中西區,民生里,08月14日,五,13:45,台南市中西區大仁街,22.9904805,120.1932243,1,1,1,2/偉聖,6
26,噴藥,永康區,二王,08月14日,五,13:45,台南市永康區中山南路544巷,23.0170741,120.2422197,1,1,1,3/中群,2
27,噴藥,永康區,鹽行里,08月14日,五,13:45,台南市永康區南工街267巷,23.012911,120.2378745,1,1,1,2/中群,5
28,噴藥,南區,大恩里,08月14日,五,13:45,台南市安平區大同路二段750巷,22.9663881,120.2130517,1,1,1,5/中群,12
29,噴藥,安平區,海頭里,08月14日,五,13:30,台南市安平區中興街,23.001612,120.162833,1,1,1,4/中群,4
30,噴藥,安平區,平通里,08月14日,五,13:30,台南市安平區平通路,22.9930277,120.1753046,1,1,1,1/中群,0
31,噴藥,東區,東門里,08月14日,五,13:50,台南市東區東門路一段,22.9877687,120.2151117,1,0,0,1/偉聖,4
32,噴藥,南區,南華里,08月15日,六,08:30,台南市南區南和路,22.9599179,120.1872404,3,3,3,15/國軍,30
33,噴藥,東區,東門里泉南里,08月15日,六,08:30,台南市東區東門路一段,22.9877687,120.2151117,1,1,1,7/國軍,39
34,噴藥,中西區,民主里,08月15日,六,08:45,台南市中西區金華新路,22.9933072,120.1932474,1,1,1,3/派思特,10
35,噴藥,安南區,海東里,08月15日,六,08:50,台南市安南區海東二街,23.0445064,120.2184734,1,1,1,7/高潔,12
36,噴藥,永康區,勝利里,08月15日,六,08:45,台南市永康區勝利街1巷,23.0014551,120.2301644,,,,5/國軍2/偉聖,24
37,噴藥,中西區,水仙里,08月15日,六,13:45,台南市中西區民權路三段,22.9982223,120.1933076,1,1,1,4/派思特,10
38,噴藥,南區,南華里,08月15日,六,13:30,台南市南區南和路,22.9599179,120.1872404,2,2,2,7/國軍,14
39,噴藥,南區,開南里,08月15日,六,13:30,台南市南區南和路,22.9599179,120.1872404,1,1,1,2/國軍,4
40,噴藥,南區,日新里,08月15日,六,13:30,台南市南區南和路,22.9599179,120.1872404,1,1,1,6/國軍,12
41,噴藥,安南區,溪頂里,08月15日,六,13:50,台南市安南區府安路四段109巷,23.0250846,120.210048,1,1,1,7/高潔,12
42,噴藥,永康區,勝利里,08月15日,六,13:30,台南市永康區勝利街1巷,23.0014551,120.2301644,,,,5/國軍2/偉聖,24
43,噴藥,東區,泉南里,08月15日,六,13:30,台南市東區光華街,22.9856543,120.2169488,1,1,1,7/國軍,39
44,噴藥,安南區,溪東里,08月16日,日,08:30,台南市安南區府安路四段,23.0249211,120.2105439,1,1,1,10/國軍,20
45,噴藥,安平區,文平里,08月16日,日,08:30,台南市安平區建平五街,22.9877336,120.1780478,1,1,1,1/偉聖,0
46,噴藥,安平區,海頭里,08月16日,日,08:30,台南市安平區古堡街90巷,23.003867,120.1604463,1,1,1,5/國軍,5
47,噴藥,仁德區,新田里,08月16日,日,08:45,台南市仁德區北保一街,22.9546099,120.2513993,1,1,1,3/安應,0
48,噴藥,中西區,民生里,08月16日,日,08:45,台南市中西區華街,22.9902618,120.1967104,2,2,2,20/國軍,40
49,噴藥,善化區,北關里文正里,08月16日,日,08:45,台南市善化區中山路,23.1320504,120.2952307,2,2,2,6/偉聖3/安應,0
50,噴藥,永康區,西勢里,08月16日,日,08:45,台南市永康區富強路一段185巷,23.0179543,120.273142,1,1,1,5/中群,8
51,噴藥,永康區,二王里,08月16日,日,08:45,台南市永康區永二街447巷,23.0186841,120.2468918,1,1,1,3/中群,4
52,噴藥,南區,新興里,08月16日,日,08:30,台南市南區南和路,22.9599179,120.1872404,3,3,3,7/安應8/高潔,0
53,噴藥,南區,文華里,08月16日,日,13:30,台南市南區南和路,22.9599179,120.1872404,2,2,2,10/安應2/中群,0
54,噴藥,南區,文南里,08月16日,日,13:30,台南市南區南和路,22.9599179,120.1872404,1,1,1,5/中群,0
55,噴藥,安南區,南興里,08月16日,日,13:30,台南市安南區公學路五段527巷2弄,23.0729127,120.1602938,1,1,1,1/國軍,2
56,噴藥,安南區,溪東里,08月16日,日,13:30,台南市安南區府安路四段,23.0249211,120.2105439,1,1,1,10/國軍,20
57,噴藥,安南區,安和里,08月16日,日,13:30,台南市安南區府安路三段276巷28弄,23.0305774,120.2183047,1,1,1,4/國軍,8
58,噴藥,中西區,大涼里,08月16日,日,13:45,台南市中西區府前一街9巷,22.9929601,120.1879956,1,1,1,6/國軍,12
59,噴藥,中西區,永福里,08月16日,日,13:45,台南市中西區中正路39巷,22.9914107,120.2020127,1,1,1,4/國軍,8
60,噴藥,中西區,西賢里,08月16日,日,13:45,台南市中西區西賢一街187巷,23.0039102,120.1762614,1,1,1,4/國軍,8
61,噴藥,中西區,三合里,08月16日,日,13:45,台南市中西區忠孝街78巷,22.9997066,120.1973355,1,1,1,6/國軍,12
62,噴藥,善化區,北關里,08月16日,日,13:45,台南市善化區三民路,23.125754,120.2851557,2,2,2,5/偉聖,0
63,噴藥,北區,正覺里,08月16日,日,14:00,台南市北區公園路,23.0068369,120.2100531,0,0,0,2/中群,0
64,噴藥,安平區,國平里,08月17日,一,08:30,台南市安平區建平七街,22.9893009,120.175365,1,1,1,2/中群,0
65,噴藥,安南區,原佃里,08月17日,一,08:30,台南市安南區本原街一段97巷,23.0487154,120.1985669,1,1,1,6/偉聖,10
66,噴藥,北區,正覺里,08月17日,一,08:30,台南市北區正覺街,23.0171466,120.2127467,4,4,4,18/國軍,36
67,噴藥,善化區,光文里,08月17日,一,08:45,台南市善化區信義街,23.0749858,120.2897068,2,2,2,5/安應,0
68,噴藥,永康區,大橋里,08月17日,一,08:45,台南市永康區大橋一街139巷,23.0189356,120.2291647,1,1,1,3/派思特,2
69,噴藥,永康區,復國里,08月17日,一,08:45,台南市永康區復華一街,23.0054059,120.2437886,1,1,1,3/派思特,2
70,噴藥,東區,東光里,08月17日,一,08:50,台南市東區怡東路,22.9928271,120.2280077,1,1,1,10/中群2/偉聖,24
71,噴藥,安平區,海頭里,08月17日,一,13:30,台南市安平區安北路121巷15弄,23.0019235,120.1638985,1,1,1,5/中群,5
72,噴藥,安南區,安富里,08月17日,一,13:30,台南市安南區安富街245巷,23.0258569,120.1959604,1,1,1,7/偉聖,12
73,噴藥,北區,六甲里,08月17日,一,13:30,台南市北區公園路758巷,23.0104919,120.2120262,4,4,4,12/國軍,24
74,噴藥,北區,延平里,08月17日,一,13:30,台南市北區公園路758巷,23.0104919,120.2120262,1,1,1,6/國軍,12
75,噴藥,安平區,海頭里,08月17日,一,13:30,台南市安平區安北路121巷15弄,23.0019235,120.1638985,1,1,1,5/高潔,5
76,噴藥,善化區,什乃里,08月17日,一,13:45,台南市善化區什乃里,23.144704,120.2815587,2,2,2,5/安應,0
77,噴藥,永康區,二王里,08月17日,一,13:45,台南市永康區南工街226巷1弄,23.0141216,120.2389922,1,1,1,3/派思特,2
78,噴藥,永康區,五王里,08月17日,一,13:45,台南市永康區五福街110巷,23.0128049,120.2349439,1,1,1,3/派思特,0
79,噴藥,東區,後甲里,08月17日,一,13:50,台南市東區裕農路571巷2弄,22.9885518,120.2346376,1,1,1,10/中群3/偉聖,24
80,噴藥,麻豆區,南勢里,08月18日,二,08:30,台南市麻豆區南勢里,23.1950148,120.2656955,,,,3/安應,0
81,噴藥,新營區,新東里,08月18日,二,08:30,台南市新營東仁街,23.3173874,120.3280503,,,,3/安應,0
82,噴藥,北區,文元里,08月18日,二,08:30,台南市北區文成三路,23.0162011,120.2024877,4,4,4,20/國軍,40
83,噴藥,安平區,國平里,08月18日,二,08:30,台南市安平區建平七街,22.9893009,120.175365,1,1,1,1/偉聖2/高潔2/派思特,0
